"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP 100","05 May 2026","18162.45","18207.1","18080.7","18182.40"
"NIFTY SMALLCAP 100","04 May 2026","18147.6","18232.6","17996.65","18132.50"
"NIFTY SMALLCAP 100","30 Apr 2026","18073.5","18097.75","17816.5","18007.15"
"NIFTY SMALLCAP 100","29 Apr 2026","18098.9","18196.75","18064.65","18093.15"
"NIFTY SMALLCAP 100","28 Apr 2026","17960.1","18072.65","17935.8","17976.10"
"NIFTY SMALLCAP 100","27 Apr 2026","17670.1","17918.75","17665.3","17900.65"
"NIFTY SMALLCAP 100","24 Apr 2026","17766.9","17852.55","17471.05","17567.20"
"NIFTY SMALLCAP 100","23 Apr 2026","17792.2","17901","17687.9","17720.75"
"NIFTY SMALLCAP 100","22 Apr 2026","17644.05","17862.1","17626.75","17840.35"
"NIFTY SMALLCAP 100","21 Apr 2026","17547.1","17711.55","17534.05","17641.50"
"NIFTY SMALLCAP 100","20 Apr 2026","17593","17611.9","17358.75","17486.90"
"NIFTY SMALLCAP 100","17 Apr 2026","17364.45","17590.65","17341.35","17565.70"
"NIFTY SMALLCAP 100","16 Apr 2026","17321.25","17384","17178.4","17308.85"
"NIFTY SMALLCAP 100","15 Apr 2026","17063.6","17188.85","17031.7","17156.40"
"NIFTY SMALLCAP 100","13 Apr 2026","16523.6","16805.3","16338.9","16762.00"
"NIFTY SMALLCAP 100","10 Apr 2026","16675.4","16876.15","16659","16840.10"
"NIFTY SMALLCAP 100","09 Apr 2026","16549.05","16685.5","16447.4","16566.00"
"NIFTY SMALLCAP 100","08 Apr 2026","16429.75","16558.35","16281.55","16538.05"
"NIFTY SMALLCAP 100","07 Apr 2026","15790.55","15919.1","15697.45","15843.30"
"NIFTY SMALLCAP 100","06 Apr 2026","15675.8","15868.65","15467.25","15853.05"
"NIFTY SMALLCAP 100","02 Apr 2026","15475.7","15696.05","15183.55","15650.50"
"NIFTY SMALLCAP 100","01 Apr 2026","15618.8","15848.55","15532.75","15709.80"
"NIFTY SMALLCAP 100","30 Mar 2026","15435.4","15493.95","15168.5","15203.80"
"NIFTY SMALLCAP 100","27 Mar 2026","15796.4","15801.5","15574.9","15620.00"
"NIFTY SMALLCAP 100","25 Mar 2026","15665.6","15985.75","15621.9","15896.55"
"NIFTY SMALLCAP 100","24 Mar 2026","15459.7","15534.7","15115.7","15495.20"
"NIFTY SMALLCAP 100","23 Mar 2026","15565.3","15565.3","14986","15098.70"
"NIFTY SMALLCAP 100","20 Mar 2026","15829.7","15929.1","15694.9","15718.60"
"NIFTY SMALLCAP 100","19 Mar 2026","15933.15","15959.4","15656.9","15704.25"
"NIFTY SMALLCAP 100","18 Mar 2026","15976.1","16230.7","15946.3","16179.15"
"NIFTY SMALLCAP 100","17 Mar 2026","15888.25","15957.6","15765.7","15912.90"
"NIFTY SMALLCAP 100","16 Mar 2026","15858.25","15892.2","15526.75","15810.35"
"NIFTY SMALLCAP 100","13 Mar 2026","16246.9","16253.55","15832.9","15895.25"
"NIFTY SMALLCAP 100","12 Mar 2026","16337.15","16423.05","16097.45","16305.25"
"NIFTY SMALLCAP 100","11 Mar 2026","16521.85","16652.85","16384.25","16414.85"
"NIFTY SMALLCAP 100","10 Mar 2026","16339.4","16512.75","16268.95","16473.80"
"NIFTY SMALLCAP 100","09 Mar 2026","16199.35","16199.35","15896.95","16132.20"
"NIFTY SMALLCAP 100","06 Mar 2026","16524.35","16658.45","16481.65","16498.90"
"NIFTY SMALLCAP 100","05 Mar 2026","16397.1","16567.7","16311.55","16538.80"
"NIFTY SMALLCAP 100","04 Mar 2026","16412.35","16413.4","16156.35","16281.50"
"NIFTY SMALLCAP 100","02 Mar 2026","16289.6","16839.2","16284.7","16632.40"
"NIFTY SMALLCAP 100","27 Feb 2026","17109.75","17112","16904.5","16928.90"
"NIFTY SMALLCAP 100","26 Feb 2026","17143.6","17206","17036.3","17117.65"
"NIFTY SMALLCAP 100","25 Feb 2026","17032.75","17146.9","17015.9","17118.70"
"NIFTY SMALLCAP 100","24 Feb 2026","17005.75","17024.6","16842","16958.65"
"NIFTY SMALLCAP 100","23 Feb 2026","17119.55","17202.3","16984.9","17051.95"
"NIFTY SMALLCAP 100","20 Feb 2026","16995.55","17087.6","16937.5","17002.15"
"NIFTY SMALLCAP 100","19 Feb 2026","17294.6","17308.35","16970.95","17020.35"
"NIFTY SMALLCAP 100","18 Feb 2026","17184.1","17257.6","17133.5","17239.25"
"NIFTY SMALLCAP 100","17 Feb 2026","17050.95","17166.2","17011.45","17146.70"
"NIFTY SMALLCAP 100","16 Feb 2026","16927","17062.75","16822.25","17050.90"
"NIFTY SMALLCAP 100","13 Feb 2026","17193.65","17196.35","16951.9","17032.90"
"NIFTY SMALLCAP 100","12 Feb 2026","17433.15","17435","17275.2","17344.10"
"NIFTY SMALLCAP 100","11 Feb 2026","17482.3","17483.25","17362.1","17455.00"
"NIFTY SMALLCAP 100","10 Feb 2026","17447.3","17508.85","17397.2","17451.20"
"NIFTY SMALLCAP 100","09 Feb 2026","17082.55","17404.15","17045.6","17385.90"
"NIFTY SMALLCAP 100","06 Feb 2026","16914.4","16956.95","16705.35","16938.65"
"NIFTY SMALLCAP 100","05 Feb 2026","17151.35","17151.4","16896.8","16983.90"
"NIFTY SMALLCAP 100","04 Feb 2026","16993.25","17234.7","16918.25","17205.10"
"NIFTY SMALLCAP 100","03 Feb 2026","17295.6","17366.1","16938.75","16988.95"
"NIFTY SMALLCAP 100","02 Feb 2026","16381.95","16583.7","16136.9","16523.35"
"NIFTY SMALLCAP 100","01 Feb 2026","16767.7","16780.5","16155.35","16418.15"
"NIFTY SMALLCAP 100","30 Jan 2026","16739.6","16946.85","16565.65","16879.10"
"NIFTY SMALLCAP 100","29 Jan 2026","16880.05","16888.75","16692.9","16825.00"
"NIFTY SMALLCAP 100","28 Jan 2026","16511.3","16817.15","16489.25","16790.95"
"NIFTY SMALLCAP 100","27 Jan 2026","16445.3","16493.45","16186.75","16419.35"
